d1,doctor,sa32,False
d2,doctor,sa8,True
d3,doctor,sa31,False
d4,doctor,sa15,True
d5,doctor,sa17,True
d6,doctor,sa32,False
d7,doctor,sa19,False
d8,doctor,sa25,True
d9,doctor,sa32,False
d10,doctor,sa16,False
d11,doctor,sa4,True
d12,doctor,sa33,True
d13,doctor,sa12,True
d14,doctor,sa34,True
d15,doctor,sa12,False
d16,doctor,sa13,True
d17,doctor,sa11,True
d18,doctor,sa7,False
d19,doctor,sa11,False
d20,doctor,sa25,False
d21,doctor,sa9,False
d22,doctor,sa11,False
d23,doctor,sa31,False
d24,doctor,sa13,True
d25,doctor,sa24,True
d26,doctor,sa24,False
d27,doctor,sa16,False
d28,doctor,sa12,False
d29,doctor,sa33,True
d30,doctor,sa20,True
d31,doctor,sa34,False
d32,doctor,sa25,False
d33,doctor,sa4,True
d34,doctor,sa5,False
d35,doctor,sa17,True
d36,doctor,sa31,True
d37,doctor,sa29,True
d38,doctor,sa11,True
d39,doctor,sa7,True
d40,doctor,sa31,False
d41,doctor,sa30,False
d42,doctor,sa11,False
d43,doctor,sa6,True
d44,doctor,sa6,False
d45,doctor,sa2,True
d46,doctor,sa13,True
d47,doctor,sa20,False
d48,doctor,sa33,True
d49,doctor,sa1,True
d50,doctor,sa17,True
d51,doctor,sa31,True
d52,doctor,sa25,False
d53,doctor,sa17,True
d54,doctor,sa8,False
d55,doctor,sa8,True
d56,doctor,sa23,False
d57,doctor,sa24,False
d58,doctor,sa13,False
d59,doctor,sa32,True
d60,doctor,sa7,True
d61,doctor,sa4,True
d62,doctor,sa22,False
d63,doctor,sa32,False
d64,doctor,sa3,False
d65,doctor,sa8,False
d66,doctor,sa23,False
d67,doctor,sa32,True
d68,doctor,sa14,False
d69,doctor,sa34,False
d70,doctor,sa16,False
d71,doctor,sa33,True
d72,doctor,sa13,True
d73,doctor,sa14,False
d74,doctor,sa21,False
d75,doctor,sa15,True
d76,doctor,sa1,True
d77,doctor,sa20,False
d78,doctor,sa14,True
d79,doctor,sa26,False
d80,doctor,sa13,False
d81,doctor,sa34,True
d82,doctor,sa27,False
d83,doctor,sa16,True
d84,doctor,sa5,False
d85,doctor,sa24,True
d86,doctor,sa33,False
d87,doctor,sa29,False
d88,doctor,sa32,True
d89,doctor,sa9,False
d90,doctor,sa30,True
d91,doctor,sa16,False
d92,doctor,sa8,True
d93,doctor,sa21,True
d94,doctor,sa19,True
d95,doctor,sa4,False
d96,doctor,sa16,False
d97,doctor,sa11,True
d98,doctor,sa18,True
d99,doctor,sa14,False
d100,doctor,sa3,True
d101,doctor,sa27,True
d102,doctor,sa26,False
d103,doctor,sa8,False
d104,doctor,sa28,True
d105,doctor,sa16,False
d106,doctor,sa10,False
d107,doctor,sa20,False
d108,doctor,sa2,True
d109,doctor,sa28,True
d110,doctor,sa19,True
d111,doctor,sa9,True
d112,doctor,sa29,False
d113,doctor,sa27,True
d114,doctor,sa2,False
d115,doctor,sa6,False
d116,doctor,sa22,True
d117,doctor,sa26,True
d118,doctor,sa13,True
d119,doctor,sa29,True
d120,doctor,sa13,True
d121,doctor,sa29,False
d122,doctor,sa26,True
d123,doctor,sa25,False
d124,doctor,sa15,True
d125,doctor,sa21,False
d126,doctor,sa27,True
d127,doctor,sa14,True
d128,doctor,sa26,True
d129,doctor,sa20,False
d130,doctor,sa2,True
d131,doctor,sa9,True
d132,doctor,sa16,True
d133,doctor,sa28,True
d134,doctor,sa8,True
d135,doctor,sa26,False
d136,doctor,sa22,False
d137,doctor,sa32,True
d138,doctor,sa7,False
d139,doctor,sa3,True
d140,doctor,sa2,True
d141,doctor,sa18,False
d142,doctor,sa32,False
d143,doctor,sa14,True
d144,doctor,sa7,True
d145,doctor,sa11,True
d146,doctor,sa1,True
d147,doctor,sa4,False
d148,doctor,sa22,True
d149,doctor,sa13,False
d150,doctor,sa25,True
d151,doctor,sa7,False
d152,doctor,sa5,True
d153,doctor,sa17,True
d154,doctor,sa8,False
d155,doctor,sa29,True
d156,doctor,sa32,False
d157,doctor,sa20,True
d158,doctor,sa26,True
d159,doctor,sa17,False
d160,doctor,sa27,False
d161,doctor,sa21,True
d162,doctor,sa23,True
d163,doctor,sa28,True
d164,doctor,sa1,True
d165,doctor,sa3,False
d166,doctor,sa32,False
d167,doctor,sa9,False
d168,doctor,sa7,False
d169,doctor,sa34,False
d170,doctor,sa13,True
d171,doctor,sa4,True
d172,doctor,sa11,False
d173,doctor,sa8,False
d174,doctor,sa34,False
d175,doctor,sa29,False
d176,doctor,sa7,False
d177,doctor,sa5,True
d178,doctor,sa2,False
d179,doctor,sa7,True
d180,doctor,sa28,False
d181,doctor,sa7,False
d182,doctor,sa31,False
d183,doctor,sa31,True
d184,doctor,sa24,False
d185,doctor,sa27,False
d186,doctor,sa25,False
d187,doctor,sa14,False
d188,doctor,sa4,True
d189,doctor,sa27,False
d190,doctor,sa20,True
d191,doctor,sa16,True
d192,doctor,sa5,False
d193,doctor,sa3,False
d194,doctor,sa27,True
d195,doctor,sa14,True
d196,doctor,sa4,False
d197,doctor,sa18,False
d198,doctor,sa23,True
d199,doctor,sa21,False
d200,doctor,sa12,False
d201,doctor,sa16,False
d202,doctor,sa22,False
d203,doctor,sa32,True
d204,doctor,sa34,False
d205,doctor,sa27,False
d206,doctor,sa18,True
d207,doctor,sa8,True
